date,T,Po,P,Pa,U,Ff,ff10,ff3,Tn,Tx,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
2005-02-01 08:00:00,-13.2,670.6,772.3,18.08,62,1.0,0,5.21,-14.5,-2.3,1750.0,0,0,18.0,-18.9,0,6,0,0,0,0
2005-02-01 14:00:00,-4.2,670.6,771.0,16.0,35,2.0,0,10.73,-14.5,-2.3,1750.0,0,0,18.0,-14.2,0,12,0,0,0,0
2005-02-01 20:00:00,-4.4,670.6,768.8,12.47,36,1.0,0,6.7,-14.5,-2.3,1750.0,0,0,18.0,-14.2,0,12,0,0,0,0
2005-02-02 02:00:00,-10.0,670.6,767.6,10.55,52,1.0,0,3.72,-14.5,-2.3,1750.0,0,0,18.0,-14.2,0,6,0,0,0,0
2005-02-02 08:00:00,-14.1,670.6,765.2,6.71,69,1.0,0,3.77,-14.5,-2.3,1750.0,0,0,18.0,-14.2,0,12,0,0,0,0
2005-02-02 20:00:00,-5.0,670.6,766.5,8.79,39,2.0,0,2.83,-14.5,-2.3,1750.0,0,0,18.0,-14.2,0,6,0,0,0,0
2005-02-03 02:00:00,-7.9,670.6,766.5,8.79,51,3.0,0,9.26,-14.5,-2.3,1750.0,0,0,18.0,-14.2,0,12,0,0,0,0
2005-02-03 08:00:00,-12.3,670.6,766.5,8.79,68,3.0,0,1.37,-14.5,-2.3,1750.0,0,0,18.0,-14.2,0,12,0,0,0,0
2005-02-03 14:00:00,-6.1,670.6,766.6,8.95,50,1.0,0,6.12,-14.5,-2.3,1750.0,0,0,18.0,-14.2,0,12,0,0,0,0
2005-02-03 20:00:00,-5.6,670.6,765.2,6.71,48,1.0,0,5.23,-14.5,-2.3,1750.0,0,0,18.0,-14.2,0,6,0,0,0,0
2005-02-04 02:00:00,-11.5,670.6,767.0,9.59,72,1.0,0,4.51,-14.5,-2.3,1750.0,0,0,18.0,-14.2,0,12,0,0,0,0
2005-02-04 08:00:00,-11.2,670.6,766.7,9.11,74,1.0,0,7.35,-14.5,-2.3,1750.0,0,0,18.0,-14.2,0,12,0,0,0,0
2005-02-04 14:00:00,-4.3,670.6,766.3,8.47,46,3.0,0,5.05,-12.8,-2.3,1750.0,0,0,18.0,-14.2,0,12,0,0,0,0
2005-02-04 20:00:00,-4.7,670.6,763.8,4.46,46,1.0,0,3.2,-14.5,-2.3,1750.0,0,0,20.0,-16.9,0,6,0,0,0,0
2005-02-05 02:00:00,-9.5,670.6,765.0,6.39,62,1.0,0,2.27,-14.5,-1.3,1750.0,0,0,20.0,-16.9,0,6,0,0,0,0
2005-02-05 08:00:00,-11.9,670.6,769.1,12.96,73,1.0,0,1.09,-14.5,-1.3,1750.0,0,0,20.0,-16.9,0,6,0,0,0,0
2005-02-05 14:00:00,-3.2,670.6,771.4,16.64,37,3.0,0,1.85,-12.4,-1.3,1750.0,0,0,20.0,-16.9,0,6,0,0,0,0
2005-02-05 20:00:00,-5.0,670.6,771.4,16.64,38,1.0,0,4.67,-16.1,-1.3,1750.0,0,0,20.0,-16.9,0,6,0,0,0,0
2005-02-06 02:00:00,-12.9,670.6,773.0,19.21,72,1.0,0,3.25,-16.1,-1.3,1750.0,0,0,20.0,-16.9,0,12,0,0,0,0
2005-02-06 08:00:00,-15.9,670.6,774.1,20.97,79,1.0,0,4.98,-16.1,-1.3,1750.0,0,0,20.0,-18.7,0,12,0,0,0,0
2005-02-06 14:00:00,-2.3,670.6,773.2,19.53,36,2.0,0,4.02,-16.1,-1.3,1750.0,0,0,20.0,-15.3,0,6,0,0,0,0
2005-02-06 20:00:00,-4.5,670.6,771.2,16.32,37,2.0,0,7.42,-16.1,-1.3,1750.0,0,0,20.0,-12.7,0,12,0,0,0,0
2005-02-07 02:00:00,-11.7,670.6,770.6,15.36,65,2.0,0,7.11,-16.1,-1.3,1750.0,0,0,20.0,-12.7,0,6,0,0,0,0
2005-02-07 08:00:00,-10.0,670.6,770.4,15.04,64,2.0,0,7.04,-16.1,-1.3,1750.0,0,0,20.0,-12.7,0,12,0,0,0,0
2005-02-07 14:00:00,-2.0,670.6,770.7,15.52,35,2.0,0,0.89,-11.8,-1.3,1750.0,0,0,20.0,-12.7,0,12,0,0,0,0
2005-02-07 20:00:00,-2.5,670.6,769.6,13.76,32,2.0,0,4.51,-16.1,-1.3,1750.0,0,0,20.0,-12.7,0,12,0,0,0,0
2005-02-08 02:00:00,-11.5,670.6,772.6,18.56,63,2.0,0,8.25,-16.1,-0.6,1750.0,0,0,20.0,-12.7,0,6,0,0,0,0
2005-02-08 08:00:00,-10.6,670.6,773.4,19.85,70,1.0,0,5.95,-16.1,-0.6,1750.0,0,0,20.0,-12.7,0,12,0,0,0,0
2005-02-08 14:00:00,-1.5,670.6,774.7,21.93,33,2.0,0,6.25,-16.1,-0.6,1750.0,0,0,20.0,-12.7,0,6,0,0,0,0
2005-02-08 20:00:00,-2.3,670.6,774.2,21.13,40,1.0,0,8.49,-16.1,-0.6,1750.0,0,0,20.0,-12.7,0,6,0,0,0,0
2005-02-09 02:00:00,-6.4,670.6,774.8,22.09,78,1.0,0,6.78,-16.1,-0.6,1750.0,0,0,20.0,-12.7,0,12,0,0,0,0
2005-02-09 08:00:00,-10.5,670.6,775.0,22.41,84,1.0,0,6.15,-16.1,-0.6,1750.0,0,0,20.0,-12.7,0,12,0,0,0,0
2005-02-09 14:00:00,-2.0,670.6,775.4,23.05,57,2.0,0,10.12,-10.6,-0.6,1750.0,0,0,20.0,-16.0,0,12,0,0,0,0
2005-02-09 20:00:00,-1.6,670.6,774.6,21.77,40,1.0,0,6.03,-16.1,-0.6,1750.0,0,0,20.0,-16.0,0,12,0,0,0,0
2005-02-10 02:00:00,-10.0,670.6,775.4,23.05,71,1.0,0,6.29,-16.1,1.0,1750.0,0,0,20.0,-16.0,0,6,0,0,0,0
2005-02-10 08:00:00,-8.2,670.6,774.7,21.93,72,1.0,0,1.75,-16.1,1.0,1750.0,0,0,20.0,-16.0,0,6,0,0,0,0
2005-02-10 14:00:00,-0.6,670.6,776.4,24.65,34,1.0,0,7.81,-16.1,1.0,1750.0,0,0,20.0,-16.0,0,12,0,0,0,0
2005-02-10 20:00:00,-2.7,670.6,774.4,21.45,50,1.0,0,5.23,-16.1,1.0,1750.0,0,0,20.0,-16.0,0,6,0,0,0,0
2005-02-11 02:00:00,-8.5,670.6,773.6,20.17,71,1.0,0,5.64,-16.1,1.0,1750.0,0,0,20.0,-16.0,0,12,0,0,0,0
2005-02-11 08:00:00,-9.7,670.6,772.5,18.4,81,1.0,0,3.94,-16.1,2.3,1750.0,0,0,20.0,-16.0,0,6,0,0,0,0
2005-02-11 14:00:00,0.4,670.6,771.4,16.64,42,1.0,0,6.25,-16.1,2.3,1750.0,0,0,20.0,-16.0,0,6,0,0,0,0
2005-02-11 20:00:00,-0.9,670.6,768.7,12.31,54,1.0,0,4.24,-16.1,2.3,1750.0,0,0,20.0,-16.0,0,6,0,0,0,0
2005-02-12 02:00:00,-5.7,670.6,767.3,10.07,74,2.0,0,11.06,-16.1,2.3,1750.0,0,0,20.0,-16.0,0,12,0,0,0,0
2005-02-12 08:00:00,-7.0,670.6,767.4,10.23,79,2.0,0,7.28,-16.1,4.4,1750.0,0,0,20.0,-16.0,0,12,0,0,0,0
2005-02-12 14:00:00,3.2,670.6,766.6,8.95,33,2.0,0,2.75,-16.1,4.4,1750.0,0,0,20.0,-16.0,0,12,0,0,0,0
2005-02-12 20:00:00,1.3,670.6,764.9,6.23,47,1.0,0,1.76,-16.1,4.4,1750.0,0,0,20.0,-16.0,0,6,0,0,0,0
2005-02-13 02:00:00,-2.1,670.6,763.3,3.66,59,1.0,0,4.75,-16.1,4.4,1750.0,0,0,20.0,-16.0,0,6,0,0,0,0
2005-02-13 08:00:00,-2.1,670.6,763.6,4.14,84,2.0,0,3.11,-16.1,4.4,1750.0,0,0,20.0,-16.0,0,12,0,0,0,0
2005-02-13 14:00:00,2.1,670.6,765.6,7.35,60,1.0,0,6.7,-3.6,4.4,1750.0,0,0,20.0,-16.0,0,6,0,0,0,0
2005-02-13 20:00:00,1.3,670.6,767.0,9.59,73,2.0,0,6.27,-16.1,4.4,1750.0,0,0,20.0,-16.0,0,12,0,0,0,0
2005-02-14 02:00:00,-3.1,670.6,768.2,11.51,90,1.0,0,4.55,-16.1,4.4,1750.0,0,0,20.0,-16.0,0,6,0,0,0,0
2005-02-14 08:00:00,-3.5,670.6,768.0,11.19,89,2.0,0,5.92,-16.1,4.4,1750.0,0,0,20.0,-16.0,0,6,0,0,0,0
2005-02-14 14:00:00,-0.2,670.6,769.4,13.44,71,1.0,0,6.92,-5.1,4.4,1750.0,0,0,20.0,-16.0,0,6,0,0,0,0
2005-02-14 20:00:00,1.4,670.6,768.2,11.51,67,2.0,0,7.94,-16.1,4.4,1750.0,0,0,20.0,-16.0,0,12,0,0,0,0
2005-02-15 02:00:00,-1.1,670.6,768.5,11.99,85,2.0,0,5.95,-16.1,2.7,1750.0,0,0,20.0,-16.0,0,12,0,0,0,0
2005-02-15 08:00:00,-4.1,670.6,768.2,11.51,91,1.0,0,4.69,-16.1,4.4,1750.0,0,0,20.0,-16.0,0,6,0,0,0,0
2005-02-15 14:00:00,2.5,670.6,767.5,10.39,47,2.0,0,3.43,-16.1,4.4,1750.0,0,0,20.0,-16.0,0,6,0,0,0,0
2005-02-15 20:00:00,2.2,670.6,766.9,9.43,58,4.0,0,4.05,-16.1,4.4,1750.0,0,0,20.0,-16.0,0,6,0,0,0,0
2005-02-16 02:00:00,-1.3,670.6,768.4,11.83,80,2.0,0,0.82,-16.1,4.4,1750.0,0,0,20.0,-16.0,0,6,0,0,0,0
2005-02-16 08:00:00,-3.4,670.6,769.5,13.6,94,1.0,0,0.0,-16.1,4.4,1750.0,0,0,20.0,-16.0,0,12,0,0,0,0
2005-02-16 14:00:00,0.0,670.6,771.9,17.44,84,3.0,0,3.54,-16.1,4.4,1750.0,0,0,20.0,-16.0,0,6,0,0,0,0
2005-02-16 20:00:00,1.0,670.6,772.0,17.6,50,2.0,0,5.94,-16.1,4.4,1750.0,0,0,20.0,-16.0,0,6,0,0,0,0
2005-02-17 02:00:00,-4.3,670.6,774.9,22.25,73,2.0,0,2.6,-16.1,2.6,1750.0,0,0,20.0,-16.0,0,12,0,0,0,0
2005-02-17 08:00:00,-6.9,670.6,777.4,26.26,69,2.0,0,7.1,-16.1,4.4,1750.0,0,0,20.0,-16.0,0,6,0,0,0,0
2005-02-17 14:00:00,-2.6,670.6,779.4,29.46,35,4.0,0,5.39,-9.4,4.4,1750.0,0,0,20.0,-16.0,0,12,0,0,0,0
2005-02-17 20:00:00,-2.0,670.6,777.8,26.9,34,1.0,0,8.01,-16.1,4.4,1750.0,0,0,20.0,-17.2,0,6,0,0,0,0
2005-02-18 02:00:00,-7.9,670.6,779.7,29.94,47,1.0,0,3.87,-16.1,-0.1,1750.0,0,0,20.0,-17.2,0,12,0,0,0,0
2005-02-18 08:00:00,-13.7,670.6,781.6,32.99,81,1.0,0,5.56,-16.1,4.4,1750.0,0,0,20.0,-16.3,0,6,0,0,0,0
2005-02-18 14:00:00,-1.8,670.6,781.4,32.67,26,1.0,0,5.67,-14.2,4.4,1750.0,0,0,20.0,-18.8,0,6,0,0,0,0
2005-02-18 20:00:00,-2.0,670.6,780.5,31.22,26,1.0,0,0.9,-16.1,4.4,1750.0,0,0,20.0,-15.2,0,12,0,0,0,0
2005-02-19 02:00:00,-10.6,670.6,780.1,30.58,69,1.0,0,4.79,-16.1,1.1,1750.0,0,0,20.0,-15.2,0,6,0,0,0,0
2005-02-19 08:00:00,-14.5,670.6,779.8,30.1,84,1.0,0,6.69,-16.1,4.4,1750.0,0,0,20.0,-16.6,0,12,0,0,0,0
2005-02-19 14:00:00,0.6,670.6,778.2,27.54,31,2.0,0,10.57,-14.5,4.4,1750.0,0,0,20.0,-14.6,0,6,0,0,0,0
2005-02-19 20:00:00,-0.3,670.6,776.6,24.97,43,2.0,0,3.18,-16.1,4.4,1750.0,0,0,20.0,-11.4,0,6,0,0,0,0
2005-02-20 02:00:00,-7.3,670.6,775.3,22.89,58,1.0,0,8.75,-16.1,3.0,1750.0,0,0,20.0,-14.1,0,6,0,0,0,0
2005-02-20 08:00:00,-13.0,670.6,775.0,22.41,83,1.0,0,6.09,-16.1,4.7,1750.0,0,0,20.0,-15.3,0,6,0,0,0,0
2005-02-20 14:00:00,0.5,670.6,773.6,20.17,46,3.0,0,2.1,-14.3,4.7,1750.0,0,0,20.0,-9.8,0,12,0,0,0,0
2005-02-20 20:00:00,1.9,670.6,772.0,17.6,32,3.0,0,7.52,-16.1,4.7,1750.0,0,0,20.0,-11.9,0,6,0,0,0,0
2005-02-21 02:00:00,-6.8,670.6,771.5,16.8,67,2.0,0,10.06,-16.1,4.7,1750.0,0,0,20.0,-11.9,0,12,0,0,0,0
2005-02-21 08:00:00,-8.3,670.6,770.7,15.52,58,2.0,0,5.62,-16.1,4.7,1750.0,0,0,20.0,-15.1,0,12,0,0,0,0
2005-02-21 14:00:00,3.4,670.6,770.4,15.04,37,3.0,0,6.12,-10.8,4.7,1750.0,0,0,20.0,-9.9,0,6,0,0,0,0
2005-02-21 20:00:00,3.7,670.6,767.0,9.59,32,1.0,0,7.05,-16.1,4.7,1750.0,0,0,20.0,-11.5,0,12,0,0,0,0
2005-02-22 02:00:00,-8.1,670.6,765.8,7.67,77,1.0,0,0.95,-16.1,4.7,1750.0,0,0,20.0,-12.4,0,6,0,0,0,0
2005-02-22 08:00:00,-10.7,670.6,763.4,3.82,87,1.0,0,7.71,-16.1,4.7,1750.0,0,0,20.0,-12.4,0,6,0,0,0,0
2005-02-22 14:00:00,3.6,670.6,763.8,4.46,38,3.0,0,6.42,-16.1,4.7,1750.0,0,0,18.0,-5.9,0,6,0,0,0,0
2005-02-22 20:00:00,4.4,670.6,761.8,1.26,31,1.0,0,4.24,-16.1,4.7,1750.0,0,0,18.0,-5.9,0,12,0,0,0,0
2005-02-23 08:00:00,-7.6,670.6,760.4,-0.99,81,1.0,0,3.69,-16.1,4.7,1750.0,0,0,18.0,-5.9,0,12,0,0,0,0
2005-02-23 14:00:00,5.8,670.6,759.4,-2.59,32,2.0,0,5.09,-16.1,4.7,1750.0,0,0,18.0,-5.9,0,6,0,0,0,0
2005-02-23 20:00:00,6.9,670.6,758.6,-3.87,25,1.0,0,2.32,-16.1,4.7,1750.0,0,0,18.0,-5.9,0,12,0,0,0,0
2005-02-24 02:00:00,-4.3,670.6,760.1,-1.47,67,1.0,0,4.52,-16.1,4.7,1750.0,0,0,18.0,-5.9,0,6,0,0,0,0
2005-02-24 08:00:00,-1.1,670.6,760.0,-1.63,52,2.0,0,5.47,-16.1,4.7,1750.0,0,0,18.0,-5.9,0,6,0,0,0,0
2005-02-24 14:00:00,7.1,670.6,763.4,3.82,33,3.0,0,7.57,-16.1,4.7,1750.0,0,0,18.0,-5.9,0,12,0,0,0,0
2005-02-24 20:00:00,7.0,670.6,761.6,0.94,36,1.0,0,9.09,-16.1,4.7,1750.0,0,0,18.0,-5.9,0,12,0,0,0,0
2005-02-25 02:00:00,-0.5,670.6,763.3,3.66,61,2.0,0,3.19,-16.1,4.7,1750.0,0,0,18.0,-5.9,0,12,0,0,0,0
2005-02-25 08:00:00,0.3,670.6,764.2,5.1,55,2.0,0,5.74,-16.1,4.7,1750.0,0,0,18.0,-5.9,0,12,0,0,0,0
2005-02-25 14:00:00,5.8,670.6,767.3,10.07,41,2.0,0,3.31,-3.5,4.7,1750.0,0,0,18.0,-5.9,0,6,0,0,0,0
2005-02-25 20:00:00,7.2,670.6,766.7,9.11,34,1.0,0,6.07,-16.1,4.7,1750.0,0,0,18.0,-5.9,0,12,0,0,0,0
2005-02-26 02:00:00,0.8,670.6,769.4,13.44,69,1.0,0,5.98,-16.1,9.2,1750.0,0,0,18.0,-5.9,0,6,0,0,0,0
2005-02-26 08:00:00,-2.6,670.6,770.7,15.52,83,1.0,0,4.86,-16.1,9.2,1750.0,0,0,18.0,-5.9,0,6,0,0,0,0
2005-02-26 14:00:00,6.0,670.6,772.4,18.24,48,1.0,0,2.84,-16.1,9.2,1750.0,0,0,18.0,-5.9,0,12,0,0,0,0
2005-02-26 20:00:00,7.1,670.6,770.8,15.68,35,1.0,0,8.47,-16.1,9.2,1750.0,0,0,18.0,-5.9,0,6,0,0,0,0
2005-02-27 02:00:00,-2.0,670.6,771.7,17.12,67,2.0,0,3.81,-16.1,9.2,1750.0,0,0,18.0,-5.9,0,12,0,0,0,0
2005-02-27 14:00:00,7.2,670.6,769.6,13.76,40,2.0,0,5.16,-16.1,10.2,1750.0,0,0,18.0,-5.9,0,6,0,0,0,0
2005-02-27 20:00:00,7.0,670.6,767.0,9.59,35,2.0,0,1.99,-16.1,10.2,1750.0,0,0,18.0,-5.9,0,6,0,0,0,0
2005-02-28 02:00:00,-1.4,670.6,767.1,9.75,65,1.0,0,6.11,-16.1,10.2,1750.0,0,0,18.0,-5.9,0,6,0,0,0,0
2005-02-28 08:00:00,-2.3,670.6,766.6,8.95,64,1.0,0,5.66,-16.1,10.8,1750.0,0,0,18.0,-5.9,0,12,0,0,0,0
2005-02-28 14:00:00,7.1,670.6,768.4,11.83,39,3.0,0,3.43,-3.1,10.8,1750.0,0,0,18.0,-5.9,0,6,0,0,0,0
2005-02-28 20:00:00,8.5,670.6,768.2,11.51,36,3.0,0,5.93,-16.1,10.8,1750.0,0,0,18.0,-6.4,0,12,0,0,0,0
2005-03-01 02:00:00,-2.4,670.6,771.7,17.12,73,1.0,0,11.4,-16.1,10.8,1750.0,0,0,18.0,-6.4,0,12,0,0,0,0
2005-03-01 08:00:00,-4.4,670.6,773.8,20.49,87,1.0,0,6.53,-16.1,10.8,1750.0,0,0,18.0,-6.4,0,6,0,0,0,0
2005-03-01 14:00:00,9.0,670.6,775.1,22.57,33,2.0,0,3.55,-4.9,10.8,1750.0,0,0,18.0,-6.4,0,12,0,0,0,0
2005-03-01 20:00:00,9.4,670.6,772.5,18.4,33,1.0,0,9.0,-16.1,10.8,1750.0,0,0,18.0,-6.1,0,6,0,0,0,0
2005-03-02 02:00:00,-3.2,670.6,773.5,20.01,75,1.0,0,11.97,-16.1,10.8,1750.0,0,0,18.0,-5.6,0,12,0,0,0,0
2005-03-02 08:00:00,-4.1,670.6,775.7,23.53,89,1.0,0,0.0,-16.1,10.8,1750.0,0,0,18.0,-5.6,0,6,0,0,0,0
2005-03-02 14:00:00,5.4,670.6,780.6,31.38,42,6.0,0,5.35,-16.1,10.8,1750.0,0,0,20.0,-9.6,0,6,0,0,0,0
2005-03-02 20:00:00,7.0,670.6,779.3,29.3,38,3.0,0,1.79,-16.1,10.8,1750.0,0,0,20.0,-9.6,0,12,0,0,0,0
2005-03-03 02:00:00,3.6,670.6,780.3,30.9,46,3.0,0,1.79,-16.1,8.7,1750.0,0,0,20.0,-9.6,0,12,0,0,0,0
2005-03-03 08:00:00,-1.6,670.6,780.8,31.7,60,2.0,0,4.84,-16.1,10.8,1750.0,0,0,20.0,-9.6,0,6,0,0,0,0
2005-03-03 20:00:00,6.8,670.6,778.0,27.22,30,1.0,0,5.8,-16.1,10.8,1750.0,0,0,20.0,-9.6,0,6,0,0,0,0
2005-03-04 02:00:00,0.3,670.6,778.4,27.86,53,1.0,0,1.12,-16.1,8.9,1750.0,0,0,20.0,-8.2,0,6,0,0,0,0
2005-03-04 08:00:00,-1.2,670.6,778.0,27.22,50,1.0,0,3.51,-16.1,10.8,1750.0,0,0,20.0,-9.6,0,6,0,0,0,0
2005-03-04 14:00:00,7.3,670.6,778.0,27.22,29,2.0,0,4.34,-3.7,10.8,1750.0,0,0,20.0,-9.6,0,12,0,0,0,0
2005-03-04 20:00:00,7.2,670.6,774.1,20.97,30,2.0,0,6.64,-16.1,10.8,1750.0,0,0,20.0,-8.6,0,12,0,0,0,0
2005-03-05 02:00:00,0.1,670.6,773.6,20.17,52,1.0,0,8.02,-16.1,9.8,1750.0,0,0,20.0,-8.6,0,6,0,0,0,0
2005-03-05 08:00:00,-1.6,670.6,772.3,18.08,49,1.0,0,8.57,-16.1,12.7,1750.0,0,0,20.0,-10.9,0,6,0,0,0,0
2005-03-05 14:00:00,10.1,670.6,771.7,17.12,26,4.0,0,10.91,-2.7,12.7,1750.0,0,0,20.0,-8.5,0,12,0,0,0,0
2005-03-05 20:00:00,10.5,670.6,769.3,13.28,25,1.0,0,8.02,-16.1,12.7,1750.0,0,0,20.0,-7.9,0,6,0,0,0,0
2005-03-06 02:00:00,-1.4,670.6,770.2,14.72,61,1.0,0,8.42,-16.1,12.7,1750.0,0,0,20.0,-7.9,0,6,0,0,0,0
2005-03-06 08:00:00,-3.8,670.6,770.1,14.56,90,1.0,0,4.21,-16.1,12.7,1750.0,0,0,20.0,-5.2,0,6,0,0,0,0
2005-03-06 14:00:00,11.0,670.6,770.7,15.52,28,1.0,0,3.35,-4.4,12.7,1750.0,0,0,20.0,-6.8,0,6,0,0,0,0
2005-03-06 20:00:00,11.8,670.6,768.3,11.67,27,1.0,0,1.67,-16.1,12.7,1750.0,0,0,20.0,-7.2,0,12,0,0,0,0
2005-03-07 02:00:00,-0.6,670.6,768.8,12.47,74,1.0,0,7.13,-16.1,12.7,1750.0,0,0,20.0,-7.2,0,12,0,0,0,0
2005-03-07 08:00:00,-3.7,670.6,767.8,10.87,82,1.0,0,5.49,-16.1,12.7,1750.0,0,0,20.0,-7.2,0,12,0,0,0,0
2005-03-07 14:00:00,12.3,670.6,766.8,9.27,25,2.0,0,6.17,-4.1,12.7,1750.0,0,0,20.0,-7.2,0,6,0,0,0,0
2005-03-07 20:00:00,13.5,670.6,763.9,4.62,25,1.0,0,8.58,-16.1,12.7,1750.0,0,0,20.0,-6.1,0,12,0,0,0,0
2005-03-08 02:00:00,-0.1,670.6,764.4,5.42,71,1.0,0,4.25,-16.1,12.7,1750.0,0,0,20.0,-5.4,0,6,0,0,0,0
2005-03-08 08:00:00,-2.8,670.6,764.4,5.42,82,1.0,0,2.75,-16.1,12.7,1750.0,0,0,20.0,-5.4,0,6,0,0,0,0
2005-03-08 14:00:00,13.6,670.6,765.1,6.55,25,4.0,0,4.7,-16.1,12.7,1750.0,0,0,20.0,-3.5,0,12,0,0,0,0
2005-03-08 20:00:00,15.2,670.6,762.5,2.38,25,4.0,0,5.69,-16.1,12.7,1750.0,0,0,20.0,-3.5,0,12,0,0,0,0
2005-03-09 02:00:00,1.2,670.6,762.8,2.86,64,4.0,0,11.89,-16.1,19.6,1750.0,0,0,20.0,-3.5,0,6,0,0,0,0
2005-03-09 08:00:00,-1.5,670.6,761.8,1.26,86,1.0,0,3.98,-16.1,19.6,1750.0,0,0,20.0,-3.5,0,6,0,0,0,0
2005-03-09 14:00:00,15.4,670.6,761.8,1.26,30,2.0,0,4.65,-2.1,19.6,1750.0,0,0,20.0,-2.1,0,12,0,0,0,0
2005-03-09 20:00:00,16.8,670.6,759.2,-2.91,26,1.0,0,7.19,-16.1,19.6,1750.0,0,0,20.0,-1.8,0,6,0,0,0,0
2005-03-10 02:00:00,2.9,670.6,759.5,-2.43,71,1.0,0,6.18,-16.1,19.6,1750.0,0,0,20.0,-1.8,0,6,0,0,0,0
2005-03-10 08:00:00,-1.3,670.6,759.2,-2.91,84,1.0,0,3.44,-16.1,20.3,1750.0,0,0,20.0,-2.1,0,6,0,0,0,0
2005-03-10 14:00:00,16.5,670.6,760.7,-0.51,29,1.0,0,7.77,-16.1,20.3,1750.0,0,0,20.0,-2.1,0,12,0,0,0,0
2005-03-10 20:00:00,17.0,670.6,760.4,-0.99,27,2.0,0,2.98,-16.1,20.3,1750.0,0,0,20.0,-2.1,0,6,0,0,0,0
2005-03-11 02:00:00,4.0,670.6,762.1,1.74,70,1.0,0,4.46,-16.1,20.3,1750.0,0,0,20.0,-1.0,0,12,0,0,0,0
2005-03-11 08:00:00,-0.4,670.6,764.0,4.78,88,1.0,0,11.19,-16.1,21.5,1750.0,0,0,20.0,-0.8,0,12,0,0,0,0
2005-03-11 14:00:00,16.3,670.6,765.1,6.55,31,2.0,0,4.88,-1.0,21.5,1750.0,0,0,20.0,-0.8,0,12,0,0,0,0
2005-03-12 02:00:00,10.4,670.6,763.0,3.18,39,3.0,0,4.06,-16.1,21.5,1750.0,0,0,20.0,-4.1,0,6,0,0,0,0
2005-03-12 08:00:00,3.0,670.6,762.3,2.06,59,2.0,0,4.45,-16.1,21.5,1750.0,0,0,20.0,-4.1,0,6,0,0,0,0
2005-03-12 14:00:00,14.0,670.6,762.4,2.22,29,3.0,0,4.51,-16.1,21.5,1750.0,0,0,20.0,-4.1,0,6,0,0,0,0
2005-03-12 20:00:00,17.2,670.6,760.0,-1.63,29,1.0,0,5.33,-16.1,21.5,1750.0,0,0,20.0,-4.1,0,12,0,0,0,0
2005-03-13 02:00:00,9.6,670.6,761.4,0.62,43,3.0,0,5.11,-16.1,19.3,1750.0,0,0,20.0,-4.1,0,6,0,0,0,0
2005-03-13 08:00:00,6.4,670.6,761.6,0.94,42,3.0,0,7.88,-16.1,21.5,1750.0,0,0,20.0,-4.1,0,6,0,0,0,0
2005-03-13 14:00:00,12.3,670.6,762.5,2.38,28,6.0,0,0.41,-16.1,21.5,1750.0,0,0,20.0,-4.1,0,6,0,0,0,0
2005-03-13 20:00:00,13.1,670.6,759.7,-2.11,29,2.0,0,5.57,-16.1,21.5,1750.0,0,0,20.0,-4.1,0,12,0,0,0,0
2005-03-14 02:00:00,7.0,670.6,759.8,-1.95,44,2.0,0,8.86,-16.1,15.0,1750.0,0,0,20.0,-4.1,0,6,0,0,0,0
2005-03-14 08:00:00,0.5,670.6,759.0,-3.23,71,1.0,0,11.84,-16.1,21.5,1750.0,0,0,20.0,-4.1,0,6,0,0,0,0
2005-03-14 14:00:00,14.0,670.6,758.8,-3.55,26,2.0,0,0.87,-16.1,21.5,1750.0,0,0,20.0,3.6,0,12,0,0,0,0
2005-03-15 02:00:00,9.2,670.6,760.6,-0.67,47,2.0,0,6.53,-16.1,21.5,1750.0,0,0,20.0,3.6,0,12,0,0,0,0
2005-03-15 08:00:00,6.8,670.6,762.8,2.86,49,4.0,0,4.67,-16.1,21.5,1750.0,0,0,20.0,3.6,0,6,0,0,0,0
2005-03-16 08:00:00,5.0,670.6,765.4,7.03,53,3.0,0,0.94,-16.1,21.5,1750.0,0,0,20.0,3.6,0,6,0,0,0,0
2005-03-16 14:00:00,8.4,670.6,767.2,9.91,35,2.0,0,3.73,4.3,21.5,1750.0,0,0,20.0,3.6,0,6,0,0,0,0
2005-03-16 20:00:00,10.2,670.6,765.4,7.03,39,1.0,0,7.72,-16.1,21.5,1750.0,0,0,20.0,3.6,0,6,0,0,0,0
2005-03-17 08:00:00,5.4,670.6,768.4,11.83,68,3.0,0,6.15,-16.1,21.5,1750.0,0,0,20.0,3.6,0,6,0,0,0,0
2005-03-17 14:00:00,9.3,670.6,768.4,11.83,56,4.0,0,3.43,4.6,21.5,1750.0,0,0,20.0,3.6,0,12,0,0,0,0
2005-03-17 20:00:00,10.1,670.6,765.3,6.87,44,1.0,0,7.5,-16.1,21.5,1750.0,0,0,20.0,3.6,0,12,0,0,0,0
2005-03-18 02:00:00,4.7,670.6,766.2,8.31,70,1.0,0,7.24,-16.1,21.5,1750.0,0,0,20.0,3.6,0,12,0,0,0,0
2005-03-18 08:00:00,3.7,670.6,765.4,7.03,76,1.0,0,1.11,-16.1,21.5,1750.0,0,0,20.0,3.6,0,6,0,0,0,0
2005-03-18 14:00:00,11.7,670.6,764.0,4.78,41,2.0,0,7.58,-16.1,21.5,1750.0,0,0,20.0,3.6,0,12,0,0,0,0
